index,pdb,prot_chain,na_chain,expected_filename,found_path,exists,size,prot_chain_count,na_chain_count,note
20512,5NDG,l4,8,5NDG_l4_8.cif,datasets/PRI30k/PDBs/5NDG_l4_8.cif,True,507149,2751,17778,orig
20513,5NDG,L5,3,5NDG_L5_3.cif,datasets/PRI30k/PDBs/5NDG_L5_3.cif,True,407482,2358,17312,orig
20514,5NDG,l5,7,5NDG_l5_7.cif,datasets/PRI30k/PDBs/5NDG_l5_7.cif,True,416822,2359,15875,orig
20515,5NDG,L7,3,5NDG_L7_3.cif,datasets/PRI30k/PDBs/5NDG_L7_3.cif,True,364804,1784,16078,orig
20516,5NDG,l7,7,5NDG_l7_7.cif,datasets/PRI30k/PDBs/5NDG_l7_7.cif,True,369278,1793,15886,orig
20517,5NDG,L8,4,5NDG_L8_4.cif,datasets/PRI30k/PDBs/5NDG_L8_4.cif,True,431204,1805,19405,orig
20518,5NDG,l8,8,5NDG_l8_8.cif,datasets/PRI30k/PDBs/5NDG_l8_8.cif,True,425145,1763,16670,orig
20519,5NDG,M0,3,5NDG_M0_3.cif,datasets/PRI30k/PDBs/5NDG_M0_3.cif,True,353034,1694,15131,orig
20520,5NDG,m0,7,5NDG_m0_7.cif,datasets/PRI30k/PDBs/5NDG_m0_7.cif,True,361298,1698,13861,orig
20521,5NDG,M1,3,5NDG_M1_3.cif,datasets/PRI30k/PDBs/5NDG_M1_3.cif,True,329031,1353,14140,orig
20522,5NDG,m1,7,5NDG_m1_7.cif,datasets/PRI30k/PDBs/5NDG_m1_7.cif,True,332318,1353,13980,orig
20523,5NDG,M3,4,5NDG_M3_4.cif,datasets/PRI30k/PDBs/5NDG_M3_4.cif,True,414386,1543,17601,orig
20524,5NDG,m3,8,5NDG_m3_8.cif,datasets/PRI30k/PDBs/5NDG_m3_8.cif,True,407300,1548,14586,orig
20525,5NDG,M5,4,5NDG_M5_4.cif,datasets/PRI30k/PDBs/5NDG_M5_4.cif,True,424315,1722,19010,orig
20526,5NDG,m5,8,5NDG_m5_8.cif,datasets/PRI30k/PDBs/5NDG_m5_8.cif,True,421825,1723,14787,orig
20527,5NDG,M7,4,5NDG_M7_4.cif,datasets/PRI30k/PDBs/5NDG_M7_4.cif,True,400079,1430,17643,orig
20528,5NDG,m7,8,5NDG_m7_8.cif,datasets/PRI30k/PDBs/5NDG_m7_8.cif,True,393771,1385,13626,orig
20529,5NDG,N0,3,5NDG_N0_3.cif,datasets/PRI30k/PDBs/5NDG_N0_3.cif,True,331550,1432,14504,orig
20530,5NDG,n0,7,5NDG_n0_7.cif,datasets/PRI30k/PDBs/5NDG_n0_7.cif,True,340214,1447,12882,orig
20531,5NDG,N1,3,5NDG_N1_3.cif,datasets/PRI30k/PDBs/5NDG_N1_3.cif,True,319004,1400,14697,orig
20532,5NDG,n1,7,5NDG_n1_7.cif,datasets/PRI30k/PDBs/5NDG_n1_7.cif,True,326102,1279,12512,orig
20533,5NDG,N5,4,5NDG_N5_4.cif,datasets/PRI30k/PDBs/5NDG_N5_4.cif,True,361484,965,16114,orig
20534,5NDG,n5,8,5NDG_n5_8.cif,datasets/PRI30k/PDBs/5NDG_n5_8.cif,True,358496,960,12784,orig
20535,5NDG,n6,4,5NDG_n6_4.cif,datasets/PRI30k/PDBs/5NDG_n6_4.cif,True,363808,0,15891,orig;low_chain_count
20536,5NDG,N6,4,5NDG_N6_4.cif,datasets/PRI30k/PDBs/5NDG_n6_4.cif,True,363808,1034,15891,prot_chain_lower
20537,5NDG,n6,8,5NDG_n6_8.cif,datasets/PRI30k/PDBs/5NDG_n6_8.cif,True,362646,1010,13319,orig
20538,5NDG,O5,4,5NDG_O5_4.cif,datasets/PRI30k/PDBs/5NDG_O5_4.cif,True,361899,1128,15904,orig
20539,5NDG,o5,8,5NDG_o5_8.cif,datasets/PRI30k/PDBs/5NDG_o5_8.cif,True,358994,966,12832,orig
20540,5NDG,O7,4,5NDG_O7_4.cif,datasets/PRI30k/PDBs/5NDG_O7_4.cif,True,336750,667,14932,orig
20541,5NDG,o7,8,5NDG_o7_8.cif,datasets/PRI30k/PDBs/5NDG_o7_8.cif,True,333347,657,12259,orig
20542,5NDG,O9,4,5NDG_O9_4.cif,datasets/PRI30k/PDBs/5NDG_O9_4.cif,True,317245,432,14329,orig
20543,5NDG,o9,8,5NDG_o9_8.cif,datasets/PRI30k/PDBs/5NDG_o9_8.cif,True,315004,436,11702,orig
20544,7D5T,3B,3A,7D5T_3B_3A.cif,datasets/PRI30k/PDBs/7D5T_3B_3A.cif,True,427982,1878,3534,orig
20545,7D5T,3C,3A,7D5T_3C_3A.cif,datasets/PRI30k/PDBs/7D5T_3C_3A.cif,True,418186,1754,3534,orig
20546,7D5T,3D,3A,7D5T_3D_3A.cif,datasets/PRI30k/PDBs/7D5T_3D_3A.cif,True,514566,2974,3534,orig
20547,7D5T,3D,5A,7D5T_3D_5A.cif,datasets/PRI30k/PDBs/7D5T_3D_5A.cif,True,308534,2974,926,orig
20548,7D5T,3E,3A,7D5T_3E_3A.cif,datasets/PRI30k/PDBs/7D5T_3E_3A.cif,True,447890,2130,3534,orig
20549,7D5T,3F,3A,7D5T_3F_3A.cif,datasets/PRI30k/PDBs/7D5T_3F_3A.cif,True,555962,3498,3534,orig
20550,7D5T,3H,3A,7D5T_3H_3A.cif,datasets/PRI30k/PDBs/7D5T_3H_3A.cif,True,351984,916,3534,orig
20551,7D5T,5C,3A,7D5T_5C_3A.cif,datasets/PRI30k/PDBs/7D5T_5C_3A.cif,True,581795,3825,3534,orig
20552,7D5T,5C,5A,7D5T_5C_5A.cif,datasets/PRI30k/PDBs/7D5T_5C_5A.cif,True,375763,3825,926,orig
20553,7D5T,5F,3A,7D5T_5F_3A.cif,datasets/PRI30k/PDBs/7D5T_5F_3A.cif,True,400490,1530,3534,orig
20554,7D5T,5F,5A,7D5T_5F_5A.cif,datasets/PRI30k/PDBs/7D5T_5F_5A.cif,True,194458,1530,926,orig
20555,7D5T,5H,3A,7D5T_5H_3A.cif,datasets/PRI30k/PDBs/7D5T_5H_3A.cif,True,326704,596,3534,orig
20556,7D5T,5I,3A,7D5T_5I_3A.cif,datasets/PRI30k/PDBs/7D5T_5I_3A.cif,True,577055,3765,3534,orig
20557,7D5T,5I,5A,7D5T_5I_5A.cif,datasets/PRI30k/PDBs/7D5T_5I_5A.cif,True,371023,3765,926,orig
20558,7D5T,5J,3A,7D5T_5J_3A.cif,datasets/PRI30k/PDBs/7D5T_5J_3A.cif,True,368653,1127,3534,orig
20559,7D5T,AG,3A,7D5T_AG_3A.cif,datasets/PRI30k/PDBs/7D5T_AG_3A.cif,True,310746,394,3534,orig
20560,7D5T,B6,5A,7D5T_B6_5A.cif,datasets/PRI30k/PDBs/7D5T_B6_5A.cif,True,316671,3077,926,orig
20561,7D5T,B8,3A,7D5T_B8_3A.cif,datasets/PRI30k/PDBs/7D5T_B8_3A.cif,True,567812,3648,3534,orig
20562,7D5T,RN,3A,7D5T_RN_3A.cif,datasets/PRI30k/PDBs/7D5T_RN_3A.cif,True,320937,523,3534,orig
20563,7D5T,RQ,5A,7D5T_RQ_5A.cif,datasets/PRI30k/PDBs/7D5T_RQ_5A.cif,True,264057,2411,926,orig
20564,7ASE,5,1,7ASE_5_1.cif,datasets/PRI30k/PDBs/7ASE_5_1.cif,True,391154,14923,30103,orig
20565,7ASE,s,1,7ASE_s_1.cif,datasets/PRI30k/PDBs/7ASE_s_1.cif,True,302230,2390,24300,orig
20566,5JBH,1,4,5JBH_1_4.cif,datasets/PRI30k/PDBs/5JBH_1_4.cif,True,174531,14614,9064,orig
20567,6GZX,F1,B1,6GZX_F1_B1.cif,datasets/PRI30k/PDBs/6GZX_F1_B1.cif,True,323623,1474,2617,orig
20568,6GZX,F2,B2,6GZX_F2_B2.cif,datasets/PRI30k/PDBs/6GZX_F2_B2.cif,True,323623,1474,2617,orig
20569,6GZX,L1,B1,6GZX_L1_B1.cif,datasets/PRI30k/PDBs/6GZX_L1_B1.cif,True,295815,1122,2617,orig
20570,6GZX,L2,B2,6GZX_L2_B2.cif,datasets/PRI30k/PDBs/6GZX_L2_B2.cif,True,295815,1122,2617,orig
20571,6GZX,N1,B1,6GZX_N1_B1.cif,datasets/PRI30k/PDBs/6GZX_N1_B1.cif,True,276855,1004,2617,orig
20572,6GZX,N2,B2,6GZX_N2_B2.cif,datasets/PRI30k/PDBs/6GZX_N2_B2.cif,True,276855,926,2617,orig
20573,6GZX,U1,B1,6GZX_U1_B1.cif,datasets/PRI30k/PDBs/6GZX_U1_B1.cif,True,320068,1429,2617,orig
20574,6GZX,U2,B2,6GZX_U2_B2.cif,datasets/PRI30k/PDBs/6GZX_U2_B2.cif,True,320068,1429,2617,orig
20575,6GZX,V2,B2,6GZX_V2_B2.cif,datasets/PRI30k/PDBs/6GZX_V2_B2.cif,True,255604,613,2617,orig
20576,6GZX,Z1,B1,6GZX_Z1_B1.cif,datasets/PRI30k/PDBs/6GZX_Z1_B1.cif,True,247941,516,2617,orig
20577,6GZX,Z2,B2,6GZX_Z2_B2.cif,datasets/PRI30k/PDBs/6GZX_Z2_B2.cif,True,247941,516,2617,orig
20578,6FTI,C,w,6FTI_C_w.cif,datasets/PRI30k/PDBs/6FTI_C_w.cif,True,502634,10404,3316,orig
20579,6FTI,D,v,6FTI_D_v.cif,datasets/PRI30k/PDBs/6FTI_D_v.cif,True,401303,2672,2564,orig
20580,6FTI,F,v,6FTI_F_v.cif,datasets/PRI30k/PDBs/6FTI_F_v.cif,True,359507,1870,2564,orig
20581,6FTI,G,w,6FTI_G_w.cif,datasets/PRI30k/PDBs/6FTI_G_w.cif,True,425684,3742,3316,orig
20582,6FTI,h,w,6FTI_h_w.cif,datasets/PRI30k/PDBs/6FTI_h_w.cif,True,351083,1015,3316,orig
20583,6FTI,I,v,6FTI_I_v.cif,datasets/PRI30k/PDBs/6FTI_I_v.cif,True,342173,1840,2564,orig
20584,6FTI,J,q,6FTI_J_q.cif,datasets/PRI30k/PDBs/6FTI_J_q.cif,True,232016,1353,1619,orig
20585,6FTI,j,w,6FTI_j_w.cif,datasets/PRI30k/PDBs/6FTI_j_w.cif,True,326216,706,3316,orig
20586,6FTI,J,v,6FTI_J_v.cif,datasets/PRI30k/PDBs/6FTI_J_v.cif,True,317630,1353,2564,orig
20587,6FTI,L,w,6FTI_L_w.cif,datasets/PRI30k/PDBs/6FTI_L_w.cif,True,304994,178,3316,orig
20588,6FTI,l,w,6FTI_l_w.cif,datasets/PRI30k/PDBs/6FTI_L_w.cif,True,304994,460,3316,prot_chain_upper
20589,6FTI,N,w,6FTI_N_w.cif,datasets/PRI30k/PDBs/6FTI_N_w.cif,True,406811,3702,3316,orig
20590,6FTI,o,q,6FTI_o_q.cif,datasets/PRI30k/PDBs/6FTI_o_q.cif,True,200342,881,1619,orig
20591,6FTI,P,w,6FTI_P_w.cif,datasets/PRI30k/PDBs/6FTI_P_w.cif,True,369713,2022,3316,orig
20592,6FTI,S,v,6FTI_S_v.cif,datasets/PRI30k/PDBs/6FTI_S_v.cif,True,325811,1857,2564,orig
20593,6FTI,T,v,6FTI_T_v.cif,datasets/PRI30k/PDBs/6FTI_T_v.cif,True,313175,5354,2564,orig
20594,6FTI,X,w,6FTI_X_w.cif,datasets/PRI30k/PDBs/6FTI_X_w.cif,True,348086,977,3316,orig
20595,6FTI,Y,w,6FTI_Y_w.cif,datasets/PRI30k/PDBs/6FTI_Y_w.cif,True,359345,1401,3316,orig
20596,8T2T,D,A,8T2T_D_A.cif,datasets/PRI30k/PDBs/8T2T_D_A.cif,True,269111,3532,5125,orig
20597,8BSJ,LC,LD,8BSJ_LC_LD.cif,datasets/PRI30k/PDBs/8BSJ_LC_LD.cif,True,422180,2412,2995,orig
20598,8BSJ,LF,LE,8BSJ_LF_LE.cif,datasets/PRI30k/PDBs/8BSJ_LF_LE.cif,True,375224,2325,2760,orig
20599,8BSJ,LG,LD,8BSJ_LG_LD.cif,datasets/PRI30k/PDBs/8BSJ_LG_LD.cif,True,268286,439,2995,orig
20600,8BSJ,LH,LE,8BSJ_LH_LE.cif,datasets/PRI30k/PDBs/8BSJ_LH_LE.cif,True,330608,1753,2753,orig
20601,8BSJ,Li,LD,8BSJ_Li_LD.cif,datasets/PRI30k/PDBs/8BSJ_Li_LD.cif,True,348548,0,2995,orig;low_chain_count
20602,8BSJ,LI,LD,8BSJ_LI_LD.cif,,False,0,0,0,missing_file
20603,8BSJ,Lk,LD,8BSJ_Lk_LD.cif,datasets/PRI30k/PDBs/8BSJ_Lk_LD.cif,True,287786,689,2995,orig
20604,8BSJ,LK,LE,8BSJ_LK_LE.cif,datasets/PRI30k/PDBs/8BSJ_LK_LE.cif,True,319376,1609,2656,orig
20605,8BSJ,LK,x,8BSJ_LK_x.cif,datasets/PRI30k/PDBs/8BSJ_LK_x.cif,True,249332,1609,1585,orig
20606,8BSJ,LL,LE,8BSJ_LL_LE.cif,datasets/PRI30k/PDBs/8BSJ_LL_LE.cif,True,297224,1325,2672,orig
20607,8BSJ,LL,v,8BSJ_LL_v.cif,datasets/PRI30k/PDBs/8BSJ_LL_v.cif,True,228896,1325,1605,orig
20608,8BSJ,LM,LD,8BSJ_LM_LD.cif,datasets/PRI30k/PDBs/8BSJ_LM_LD.cif,True,355724,1560,2995,orig
20609,8BSJ,LO,LD,8BSJ_LO_LD.cif,datasets/PRI30k/PDBs/8BSJ_LO_LD.cif,True,366566,1699,2995,orig
20610,8BSJ,Lp,u,8BSJ_Lp_u.cif,datasets/PRI30k/PDBs/8BSJ_Lp_u.cif,True,179186,748,1610,orig
20611,8BSJ,LQ,LD,8BSJ_LQ_LD.cif,datasets/PRI30k/PDBs/8BSJ_LQ_LD.cif,True,330062,1231,2995,orig
20612,8BSJ,LT,LE,8BSJ_LT_LE.cif,datasets/PRI30k/PDBs/8BSJ_LT_LE.cif,True,304868,1423,2600,orig
20613,8BSJ,LU,LE,8BSJ_LU_LE.cif,datasets/PRI30k/PDBs/8BSJ_LU_LE.cif,True,288722,1243,2624,orig
20614,8BSJ,LY,LD,8BSJ_LY_LD.cif,datasets/PRI30k/PDBs/8BSJ_LY_LD.cif,True,305258,1042,2995,orig
20615,8BSJ,LZ,LD,8BSJ_LZ_LD.cif,datasets/PRI30k/PDBs/8BSJ_LZ_LD.cif,True,317972,1076,2995,orig
20616,8BSJ,Sj,x,8BSJ_Sj_x.cif,datasets/PRI30k/PDBs/8BSJ_Sj_x.cif,True,161934,543,1585,orig
20617,8BSJ,SO,y,8BSJ_SO_y.cif,datasets/PRI30k/PDBs/8BSJ_SO_y.cif,True,104018,1088,247,orig
20618,6VRB,C,B,6VRB_C_B.cif,datasets/PRI30k/PDBs/6VRB_C_B.cif,True,231973,5671,3235,orig
20619,2MS1,A,B,2MS1_A_B.cif,datasets/PRI30k/PDBs/2MS1_A_B.cif,True,2492884,57130,24304,orig
20620,1TFY,A,G,1TFY_A_G.cif,datasets/PRI30k/PDBs/1TFY_A_G.cif,True,307744,9434,1895,orig
20621,1TFY,A,J,1TFY_A_J.cif,datasets/PRI30k/PDBs/1TFY_A_J.cif,True,302846,9288,168,orig
20622,1TFY,B,E,1TFY_B_E.cif,datasets/PRI30k/PDBs/1TFY_B_E.cif,True,311378,7708,1633,orig
20623,1TFY,B,H,1TFY_B_H.cif,datasets/PRI30k/PDBs/1TFY_B_H.cif,True,312879,7708,934,orig
20624,1TFY,C,G,1TFY_C_G.cif,datasets/PRI30k/PDBs/1TFY_C_G.cif,True,315524,8718,1895,orig
20625,1TFY,C,J,1TFY_C_J.cif,datasets/PRI30k/PDBs/1TFY_C_J.cif,True,310502,8622,168,orig
20626,1TFY,D,F,1TFY_D_F.cif,datasets/PRI30k/PDBs/1TFY_D_F.cif,True,319250,4134,276,orig
20627,1TFY,D,I,1TFY_D_I.cif,datasets/PRI30k/PDBs/1TFY_D_I.cif,True,320789,4134,535,orig
20628,5HK0,B,E,5HK0_B_E.cif,datasets/PRI30k/PDBs/5HK0_B_E.cif,True,75704,1011,403,orig
20629,3CUN,A,C,3CUN_A_C.cif,datasets/PRI30k/PDBs/3CUN_A_C.cif,True,215394,4108,5147,orig
20630,3CUN,B,D,3CUN_B_D.cif,datasets/PRI30k/PDBs/3CUN_B_D.cif,True,214594,2737,2402,orig
20631,6DOX,A,B,6DOX_A_B.cif,datasets/PRI30k/PDBs/6DOX_A_B.cif,True,181154,7317,364,orig
20632,6QW6,41,4,6QW6_41_4.cif,datasets/PRI30k/PDBs/6QW6_41_4.cif,True,270245,1314,13106,orig
20633,6QW6,42,4,6QW6_42_4.cif,datasets/PRI30k/PDBs/6QW6_42_4.cif,True,278021,1313,13633,orig
20634,6QW6,43,4,6QW6_43_4.cif,datasets/PRI30k/PDBs/6QW6_43_4.cif,True,271136,1256,13353,orig
20635,6QW6,4A,4,6QW6_4A_4.cif,datasets/PRI30k/PDBs/6QW6_4A_4.cif,True,375950,1946,19214,orig
20636,6QW6,4A,6,6QW6_4A_6.cif,datasets/PRI30k/PDBs/6QW6_4A_6.cif,True,225031,1946,9459,orig
20637,6QW6,4b,4,6QW6_4b_4.cif,datasets/PRI30k/PDBs/6QW6_4b_4.cif,True,272513,669,13282,orig
20638,6QW6,4C,4,6QW6_4C_4.cif,datasets/PRI30k/PDBs/6QW6_4C_4.cif,True,410699,2375,20062,orig
20639,6QW6,4C,6,6QW6_4C_6.cif,datasets/PRI30k/PDBs/6QW6_4C_6.cif,True,258922,2375,9551,orig
20640,6QW6,4D,4,6QW6_4D_4.cif,datasets/PRI30k/PDBs/6QW6_4D_4.cif,True,295679,955,14797,orig
20641,6QW6,4D,6,6QW6_4D_6.cif,datasets/PRI30k/PDBs/6QW6_4D_6.cif,True,146742,955,6145,orig
20642,6QW6,4e,4,6QW6_4e_4.cif,datasets/PRI30k/PDBs/6QW6_4e_4.cif,True,269435,631,13231,orig
20643,6QW6,4f,4,6QW6_4f_4.cif,datasets/PRI30k/PDBs/6QW6_4f_4.cif,True,263846,562,12999,orig
20644,6QW6,4g,4,6QW6_4g_4.cif,datasets/PRI30k/PDBs/6QW6_4g_4.cif,True,265061,577,12987,orig
20645,6QW6,51,5,6QW6_51_5.cif,datasets/PRI30k/PDBs/6QW6_51_5.cif,True,224241,1053,10273,orig
20646,6QW6,52,5,6QW6_52_5.cif,datasets/PRI30k/PDBs/6QW6_52_5.cif,True,236486,1225,10956,orig
20647,6QW6,53,5,6QW6_53_5.cif,datasets/PRI30k/PDBs/6QW6_53_5.cif,True,225505,1036,10651,orig
20648,6QW6,5b,5,6QW6_5b_5.cif,datasets/PRI30k/PDBs/6QW6_5b_5.cif,True,220528,594,10360,orig
20649,6QW6,5D,6,6QW6_5D_6.cif,datasets/PRI30k/PDBs/6QW6_5D_6.cif,True,163648,1169,6676,orig
20650,6QW6,5e,5,6QW6_5e_5.cif,datasets/PRI30k/PDBs/6QW6_5e_5.cif,True,224004,638,10189,orig
20651,6QW6,5f,5,6QW6_5f_5.cif,datasets/PRI30k/PDBs/6QW6_5f_5.cif,True,218395,567,9955,orig
20652,6QW6,5g,5,6QW6_5g_5.cif,datasets/PRI30k/PDBs/6QW6_5g_5.cif,True,219185,577,10069,orig
20653,6QW6,62,6,6QW6_62_6.cif,datasets/PRI30k/PDBs/6QW6_62_6.cif,True,129758,1001,5985,orig
20654,6QW6,63,6,6QW6_63_6.cif,datasets/PRI30k/PDBs/6QW6_63_6.cif,True,124922,906,5617,orig
20655,6QW6,64,6,6QW6_64_6.cif,datasets/PRI30k/PDBs/6QW6_64_6.cif,True,116888,817,5380,orig
20656,6QW6,66,6,6QW6_66_6.cif,datasets/PRI30k/PDBs/6QW6_66_6.cif,True,114626,802,5823,orig
20657,6QW6,68,6,6QW6_68_6.cif,datasets/PRI30k/PDBs/6QW6_68_6.cif,True,126716,943,5927,orig
20658,6QW6,R,4,6QW6_R_4.cif,datasets/PRI30k/PDBs/6QW6_R_4.cif,True,285554,1144,13562,orig
20659,6QW6,R,6,6QW6_R_6.cif,datasets/PRI30k/PDBs/6QW6_R_6.cif,True,138572,1143,5690,orig
20660,6QW6,S,4,6QW6_S_4.cif,datasets/PRI30k/PDBs/6QW6_S_4.cif,True,291394,1208,13214,orig
20661,6QW6,X,4,6QW6_X_4.cif,datasets/PRI30k/PDBs/6QW6_X_4.cif,True,247154,396,12051,orig
20662,6SKG,Ba,BB,6SKG_Ba_BB.cif,datasets/PRI30k/PDBs/6SKG_Ba_BB.cif,True,316994,1256,2701,orig
20663,6SKG,BF,BB,6SKG_BF_BB.cif,datasets/PRI30k/PDBs/6SKG_BF_BB.cif,True,323714,1340,2701,orig
20664,6SKG,BJ,BB,6SKG_BJ_BB.cif,datasets/PRI30k/PDBs/6SKG_BJ_BB.cif,True,329474,1412,2701,orig
20665,6SKG,BQ,BB,6SKG_BQ_BB.cif,datasets/PRI30k/PDBs/6SKG_BQ_BB.cif,True,322114,1320,2701,orig
20666,6GD2,A,D,6GD2_A_D.cif,datasets/PRI30k/PDBs/6GD2_A_D.cif,True,67184,2618,259,orig
20667,6GD2,B,D,6GD2_B_D.cif,datasets/PRI30k/PDBs/6GD2_B_D.cif,True,66209,881,259,orig
20668,6DCC,A,B,6DCC_A_B.cif,datasets/PRI30k/PDBs/6DCC_A_B.cif,True,216218,7175,1052,orig
20669,7KJX,A,C,7KJX_A_C.cif,datasets/PRI30k/PDBs/7KJX_A_C.cif,True,393608,15277,6742,orig
20670,7KJX,A,D,7KJX_A_D.cif,datasets/PRI30k/PDBs/7KJX_A_D.cif,True,392960,15227,1321,orig
20671,7K9E,A,B,7K9E_A_B.cif,datasets/PRI30k/PDBs/7K9E_A_B.cif,True,177868,4403,1609,orig
20672,7K9E,C,D,7K9E_C_D.cif,datasets/PRI30k/PDBs/7K9E_C_D.cif,True,172022,3090,2792,orig
20673,8WUV,E,B,8WUV_E_B.cif,datasets/PRI30k/PDBs/8WUV_E_B.cif,True,488792,4790,6689,orig
20674,2OIH,A,B,2OIH_A_B.cif,datasets/PRI30k/PDBs/2OIH_A_B.cif,True,190434,5271,1687,orig
20675,3QSY,A,D,3QSY_A_D.cif,datasets/PRI30k/PDBs/3QSY_A_D.cif,True,387455,13106,2019,orig
20676,3QSY,B,D,3QSY_B_D.cif,datasets/PRI30k/PDBs/3QSY_B_D.cif,True,178350,2422,1731,orig
20677,5C9H,A,D,5C9H_A_D.cif,datasets/PRI30k/PDBs/5C9H_A_D.cif,True,174530,7024,468,orig
20678,5C9H,A,C,5C9H_A_C.cif,datasets/PRI30k/PDBs/5C9H_A_C.cif,True,180870,7050,3478,orig
20679,5C9H,B,E,5C9H_B_E.cif,datasets/PRI30k/PDBs/5C9H_B_E.cif,True,162830,2100,1029,orig
20680,5C9H,B,G,5C9H_B_G.cif,datasets/PRI30k/PDBs/5C9H_B_G.cif,True,166255,2100,868,orig
20681,8DFV,K,E,8DFV_K_E.cif,datasets/PRI30k/PDBs/8DFV_K_E.cif,True,276290,2012,1992,orig
20682,5KCS,10,1B,5KCS_10_1B.cif,datasets/PRI30k/PDBs/5KCS_10_1B.cif,True,239454,2235,2570,orig
20683,5KCS,13,1B,5KCS_13_1B.cif,datasets/PRI30k/PDBs/5KCS_13_1B.cif,True,229878,2132,2570,orig
20684,5KCS,14,1B,5KCS_14_1B.cif,datasets/PRI30k/PDBs/5KCS_14_1B.cif,True,235426,1669,2570,orig
20685,5KCS,1G,1B,5KCS_1G_1B.cif,datasets/PRI30k/PDBs/5KCS_1G_1B.cif,True,302914,1410,2570,orig
20686,5KCS,1G,1x,5KCS_1G_1x.cif,datasets/PRI30k/PDBs/5KCS_1G_1x.cif,True,232640,1410,1567,orig
20687,5KCS,1i,1x,5KCS_1i_1x.cif,datasets/PRI30k/PDBs/5KCS_1i_1x.cif,True,202376,1022,1567,orig
20688,5KCS,1Q,1B,5KCS_1Q_1B.cif,datasets/PRI30k/PDBs/5KCS_1Q_1B.cif,True,277378,1074,2570,orig
20689,5KCS,1S,1B,5KCS_1S_1B.cif,datasets/PRI30k/PDBs/5KCS_1S_1B.cif,True,263546,892,2570,orig
20690,5KCS,1Z,1B,5KCS_1Z_1B.cif,datasets/PRI30k/PDBs/5KCS_1Z_1B.cif,True,252982,753,2570,orig
20691,6YLH,4,2,6YLH_4_2.cif,datasets/PRI30k/PDBs/6YLH_4_2.cif,True,563438,28096,31898,orig
20692,6YLH,C,2,6YLH_C_2.cif,datasets/PRI30k/PDBs/6YLH_C_2.cif,True,323744,4697,19397,orig
20693,6YLH,c,2,6YLH_c_2.cif,datasets/PRI30k/PDBs/6YLH_C_2.cif,True,323744,877,19397,upper_all
20694,6YLH,D,3,6YLH_D_3.cif,datasets/PRI30k/PDBs/6YLH_D_3.cif,True,348548,2210,25109,orig
20695,6YLH,F,3,6YLH_F_3.cif,datasets/PRI30k/PDBs/6YLH_F_3.cif,True,330998,1744,23767,orig
20696,6YLH,G,2,6YLH_G_2.cif,datasets/PRI30k/PDBs/6YLH_G_2.cif,True,394880,3227,26549,orig
20697,6YLH,h,2,6YLH_h_2.cif,datasets/PRI30k/PDBs/6YLH_h_2.cif,True,331310,971,20735,orig
20698,6YLH,j,2,6YLH_j_2.cif,datasets/PRI30k/PDBs/6YLH_j_2.cif,True,319493,666,20350,orig
20699,6YLH,J,3,6YLH_J_3.cif,datasets/PRI30k/PDBs/6YLH_J_3.cif,True,299798,1344,20653,orig
20700,6YLH,l,2,6YLH_l_2.cif,datasets/PRI30k/PDBs/6YLH_l_2.cif,True,289112,444,18918,orig
20701,6YLH,N,2,6YLH_N_2.cif,datasets/PRI30k/PDBs/6YLH_N_2.cif,True,389888,3780,25688,orig
20702,6YLH,P,2,6YLH_P_2.cif,datasets/PRI30k/PDBs/6YLH_P_2.cif,True,361808,2113,21153,orig
20703,6YLH,S,3,6YLH_S_3.cif,datasets/PRI30k/PDBs/6YLH_S_3.cif,True,307052,1836,22760,orig
20704,6YLH,T,3,6YLH_T_3.cif,datasets/PRI30k/PDBs/6YLH_T_3.cif,True,271640,4571,19477,orig
20705,6YLH,X,2,6YLH_X_2.cif,datasets/PRI30k/PDBs/6YLH_X_2.cif,True,340904,1092,21389,orig
20706,6YLH,Y,2,6YLH_Y_2.cif,datasets/PRI30k/PDBs/6YLH_Y_2.cif,True,332480,1210,20680,orig
20707,6GZ3,AC,A3,6GZ3_AC_A3.cif,datasets/PRI30k/PDBs/6GZ3_AC_A3.cif,True,505145,2888,3343,orig
20708,6GZ3,AD,A4,6GZ3_AD_A4.cif,datasets/PRI30k/PDBs/6GZ3_AD_A4.cif,True,395714,2392,2549,orig
20709,6GZ3,AF,A4,6GZ3_AF_A4.cif,datasets/PRI30k/PDBs/6GZ3_AF_A4.cif,True,360354,1950,2549,orig
20710,6GZ3,AG,A3,6GZ3_AG_A3.cif,datasets/PRI30k/PDBs/6GZ3_AG_A3.cif,True,423497,1880,3343,orig
20711,6GZ3,Ah,A3,6GZ3_Ah_A3.cif,datasets/PRI30k/PDBs/6GZ3_Ah_A3.cif,True,353432,1015,3343,orig
20712,6GZ3,AI,Bv,6GZ3_AI_Bv.cif,datasets/PRI30k/PDBs/6GZ3_AI_Bv.cif,True,255458,1692,1620,orig
20713,6GZ3,AI,A4,6GZ3_AI_A4.cif,datasets/PRI30k/PDBs/6GZ3_AI_A4.cif,True,339714,1692,2549,orig
20714,6GZ3,Aj,A3,6GZ3_Aj_A3.cif,datasets/PRI30k/PDBs/6GZ3_Aj_A3.cif,True,327107,690,3343,orig
20715,6GZ3,AJ,A4,6GZ3_AJ_A4.cif,datasets/PRI30k/PDBs/6GZ3_AJ_A4.cif,True,312594,1353,2549,orig
